Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Apparel,51.0,77,393,216,Online,9,5,3,1,54.96,5.1,5,2,17,34,0,1
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,38.0,77,293,135,Online,1,5,1,1,46.08,3.81,1,4,11,7,4,1
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Athletic Footwear,33.0,77,254,125,Online,6,1,2,0,49.21,3.3,0,3,16,29,1,1
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,71.0,77,547,268,Online,11,5,4,1,48.99,7.1,2,2,35,37,0,1
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,39.0,77,300,144,Online,5,2,2,0,48.0,3.9,2,0,15,50,1,1
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28.0,77,216,103,Online,6,6,2,1,47.69,2.81,1,0,14,17,1,1
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,27.0,77,208,98,Online,9,1,3,0,47.12,2.7,1,0,14,17,1,1
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,246,136,Online,5,1,2,0,55.28,3.19,5,1,47,10,5,1
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48.0,77,370,188,Online,7,4,3,0,50.81,4.81,5,1,47,10,4,1
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,246,123,Online,11,2,4,0,50.0,3.19,1,1,47,10,5,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Athletic Footwear,33.0,77,254,119,Online,1,6,1,1,46.85,3.3,2,1,7,51,1,1
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,60.0,77,462,240,Online,11,6,4,1,51.95,6.0,3,1,38,43,3,1
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,77,316,117,Online,7,1,3,0,37.03,4.1,3,1,20,8,5,1
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Street Footwear,34.0,77,262,128,Online,3,2,1,0,48.85,3.4,0,1,44,9,5,1
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Apparel,48.0,77,370,155,Outlet,9,5,3,1,41.89,4.81,5,4,36,42,0,2
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,32.0,77,246,118,Outlet,5,1,2,0,47.97,3.19,5,2,17,34,0,2
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,77,100,47,Outlet,4,1,2,0,47.0,1.3,4,2,3,27,4,2
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Apparel,27.0,77,208,98,Outlet,2,0,1,0,47.12,2.7,1,1,38,43,3,2
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34.0,77,262,113,Outlet,12,0,4,0,43.13,3.4,3,1,38,43,4,2
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34.0,77,262,84,Outlet,7,1,3,0,32.06,3.4,3,1,20,8,4,2
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Apparel,41.0,77,316,104,Outlet,9,0,3,0,32.91,4.1,3,1,20,8,3,2
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,3375,1350,Outlet,6,1,2,0,40.0,45.0,1,0,12,13,4,2
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,3375,1350,Outlet,6,0,2,0,40.0,45.0,1,0,12,13,4,2
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,40.0,75,3000,1200,Outlet,10,0,4,0,40.0,40.0,1,2,42,15,4,2
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,75,4500,1350,Outlet,11,6,4,1,30.0,60.0,1,1,37,40,0,2
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,75,3375,1181,Outlet,11,4,4,0,34.99,45.0,1,1,37,40,4,2
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,75,4500,1350,Outlet,11,5,4,1,30.0,60.0,1,1,37,40,0,2
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30.0,75,2250,788,In-store,10,0,4,0,35.02,30.0,1,0,22,33,4,0
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,75,3750,1125,In-store,11,0,4,0,30.0,50.0,1,0,22,33,0,0
Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,55.0,75,4125,1238,In-store,11,5,4,1,30.01,55.0,1,0,22,33,0,0
Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,75,2625,919,Outlet,12,6,4,1,35.01,35.0,1,0,22,33,4,2
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,45.0,75,3375,1013,Outlet,12,0,4,0,30.01,45.0,1,0,22,33,0,2
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,30.0,75,2250,900,Outlet,5,0,2,0,40.0,30.0,1,2,41,25,4,2
Foot Locker,1185732,2021-06-09,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.0,75,2625,919,Outlet,6,2,2,0,35.01,35.0,1,0,26,38,1,2
Foot Locker,1185732,2021-06-10,Midwest,Nebraska,Omaha,Women's Street Footwear,25.0,75,1875,656,Outlet,6,3,2,0,34.99,25.0,1,0,26,38,5,2
Foot Locker,1185732,2021-07-11,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20.0,75,1500,600,Outlet,7,6,3,1,40.0,20.0,1,0,26,38,4,2
Foot Locker,1185732,2021-07-12,Midwest,Nebraska,Omaha,Men's Apparel,30.0,75,2250,788,Outlet,7,0,3,0,35.02,30.0,1,0,26,38,0,2
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,2625,788,Outlet,10,3,4,0,30.02,35.0,0,1,18,42,4,2
Amazon,1185732,2021-11-02,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,2625,788,Outlet,11,1,4,0,30.02,35.0,0,1,18,42,4,2
Amazon,1185732,2021-11-03,Northeast,Maine,Portland,Men's Apparel,50.0,75,3750,938,Outlet,11,2,4,0,25.01,50.0,0,1,18,42,0,2
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,2625,788,Online,3,3,1,0,30.02,35.0,1,0,40,48,4,1
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,2625,788,Online,4,0,2,0,30.02,35.0,1,0,40,48,4,1
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75,1875,563,Online,3,0,1,0,30.03,25.0,3,0,33,19,4,1
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75,1875,563,Online,4,4,2,0,30.03,25.0,3,0,33,19,4,1
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.0,75,1875,563,In-store,2,5,1,1,30.03,25.0,1,0,14,17,4,0
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.0,75,1875,563,In-store,2,2,1,0,30.03,25.0,5,0,48,32,4,0
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75,1125,338,In-store,3,1,1,0,30.04,15.0,5,0,48,32,4,0
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,75,1125,338,In-store,4,5,2,1,30.04,15.0,5,0,48,32,4,0
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30.0,75,2250,788,In-store,1,6,1,1,35.02,30.0,1,1,47,10,4,0
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Apparel,45.0,75,3375,1013,In-store,3,5,1,1,30.01,45.0,5,1,19,4,0,0
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.0,75,3750,1313,In-store,10,4,4,0,35.01,50.0,1,1,19,4,4,0
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Apparel,60.0,75,4500,1350,In-store,10,4,4,0,30.0,60.0,1,1,19,4,0,0
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,75,2250,900,In-store,3,5,1,1,40.0,30.0,2,1,29,36,4,0
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,75,2250,900,In-store,1,6,1,1,40.0,30.0,1,1,6,20,4,0
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,45.0,75,3375,1013,In-store,3,5,1,1,30.01,45.0,1,1,38,43,0,0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75,3750,1500,In-store,10,4,4,0,40.0,50.0,1,1,38,43,4,0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75,4500,1350,In-store,10,4,4,0,30.0,60.0,1,1,38,43,0,0
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,38.0,75,285,140,Online,7,2,3,0,49.12,3.8,1,0,12,13,5,1
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,49.0,75,368,180,Online,7,6,3,1,48.91,4.91,1,0,12,13,1,1
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.0,75,345,166,Online,8,4,3,0,48.12,4.6,1,0,12,13,1,1
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75,345,169,Online,8,5,3,1,48.99,4.6,1,0,12,13,5,1
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,38.0,75,285,100,Online,8,5,3,1,35.09,3.8,3,2,42,15,0,1
Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,75,405,190,Online,12,5,4,1,46.91,5.4,1,1,37,40,1,1
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75,443,204,Online,1,3,1,0,46.05,5.91,5,4,27,26,4,1
West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,64.0,75,480,317,Online,5,1,2,0,66.04,6.4,5,4,5,16,0,1
Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,75,315,142,Online,11,0,4,0,45.08,4.2,1,0,22,33,1,1
Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,41.0,75,308,228,Online,1,6,1,1,74.03,4.11,2,0,25,5,0,1
Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,38.0,75,285,131,Online,10,2,4,0,45.96,3.8,0,2,0,6,1,1
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,69.0,75,518,274,Online,12,4,4,0,52.9,6.91,0,1,18,42,3,1
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,60.0,75,450,171,Online,2,0,1,0,38.0,6.0,0,4,1,2,0,1
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,51.0,75,383,145,Online,7,1,3,0,37.86,5.11,0,4,1,2,4,1
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,64.0,75,480,245,Online,10,6,4,1,51.04,6.4,4,4,10,21,3,1
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,54.0,75,405,182,Online,9,5,3,1,44.94,5.4,4,3,8,39,5,1
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,51.0,75,383,210,Online,9,5,3,1,54.83,5.11,4,3,8,39,3,1
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,73.0,75,548,230,Online,8,1,3,0,41.97,7.31,1,3,45,44,3,1
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Apparel,41.0,75,308,151,Online,3,2,1,0,49.03,4.11,1,0,24,49,0,1
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,75,105,51,Online,9,6,3,1,48.57,1.4,1,0,24,49,5,1
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,38.0,75,285,143,Online,3,2,1,0,50.18,3.8,5,4,43,45,0,1
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,39.0,75,293,146,Online,5,2,2,0,49.83,3.91,5,4,43,45,0,1
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,49.0,75,368,165,Online,9,5,3,1,44.84,4.91,5,4,36,42,5,1
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,51.0,75,383,207,Online,10,6,4,1,54.05,5.11,5,4,36,42,0,1
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,39.0,75,293,146,Online,9,5,3,1,49.83,3.91,5,2,17,34,3,1
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,37.0,75,278,125,Online,3,5,1,1,44.96,3.71,5,4,11,7,0,1
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,46.0,75,345,173,Online,4,4,2,0,50.14,4.6,1,4,2,41,4,1
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,75,293,146,Online,1,2,1,0,49.83,3.91,3,4,30,1,4,1
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,28.0,75,210,109,Online,1,4,1,0,51.9,2.8,0,0,34,14,5,1
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Apparel,36.0,75,270,135,Online,4,3,2,0,50.0,3.6,0,3,16,29,3,1
Amazon,1185732,2021-07-21,Southeast,Kentucky,Louisville,Men's Apparel,46.0,75,345,159,Online,7,2,3,0,46.09,4.6,0,3,16,29,0,1
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,75,285,143,Online,8,6,3,1,50.18,3.8,0,3,16,29,4,1
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,75,143,74,Online,4,5,2,1,51.75,1.91,1,2,23,24,4,1
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,14.0,75,105,55,Online,4,1,2,0,52.38,1.4,4,2,3,27,5,1
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,34.0,75,255,120,Online,2,6,1,1,47.06,3.4,5,2,35,37,0,1
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,75,323,145,Online,5,2,2,0,44.89,4.31,5,2,35,37,0,1
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,52.0,75,390,207,Online,11,5,4,1,53.08,5.2,2,2,35,37,4,1
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,75,105,51,Online,2,6,1,1,48.57,1.4,2,2,35,37,5,1
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Street Footwear,9.0,75,68,31,Online,3,4,1,0,45.59,0.91,2,0,15,50,5,1
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,43.0,75,323,158,Online,7,0,3,0,48.92,4.31,2,0,15,50,4,1
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15.0,75,113,53,Online,9,6,3,1,46.9,1.51,2,0,15,50,5,1
Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,41.0,75,308,129,Online,10,1,4,0,41.88,4.11,1,0,40,48,1,1
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,75,338,145,Online,12,5,4,1,42.9,4.51,3,0,40,48,1,1
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.0,75,480,250,Online,12,5,4,1,52.08,6.4,3,0,40,48,3,1
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Apparel,52.0,75,390,199,Online,5,0,2,0,51.03,5.2,3,0,33,19,3,1
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46.0,75,345,155,Online,12,2,4,0,44.93,4.6,1,0,33,19,1,1
Foot Locker,1185732,2021-01-06,Midwest,North Dakota,Fargo,Women's Apparel,28.0,75,210,109,Online,1,2,1,0,51.9,2.8,1,0,33,19,3,1
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,75,240,110,Online,10,2,4,0,45.83,3.2,1,0,14,17,1,1
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75,458,233,Online,11,2,4,0,50.87,6.11,5,0,48,32,3,1
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75,143,73,Online,2,2,1,0,51.05,1.91,5,0,13,23,3,1
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75,413,165,Online,11,2,4,0,39.95,5.51,5,0,13,23,0,1
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75,240,132,Online,1,6,1,1,55.0,3.2,5,0,13,23,1,1
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75,255,128,Online,1,6,1,1,50.2,3.4,5,0,13,23,3,1
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75,203,103,Online,2,2,1,0,50.74,2.71,5,0,13,23,5,1
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75,210,116,Online,4,5,2,1,55.24,2.8,5,1,47,10,1,1
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75,270,138,Online,9,5,3,1,51.11,3.6,5,1,47,10,3,1
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,75,308,145,Online,6,1,2,0,47.08,4.11,5,1,19,4,1,1
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41.0,75,308,169,Online,6,1,2,0,54.87,4.11,1,1,7,51,4,1
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Apparel,50.0,75,375,150,Online,6,1,2,0,40.0,5.0,1,1,7,51,0,1
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Street Footwear,38.0,75,285,143,Online,5,3,2,0,50.18,3.8,2,1,29,36,5,1
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Street Footwear,37.0,75,278,150,Online,8,5,3,1,53.96,3.71,2,1,29,36,5,1
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47.0,75,353,183,Online,9,4,3,0,51.84,4.71,3,1,6,20,1,1
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Street Footwear,38.0,75,285,157,Online,8,5,3,1,55.09,3.8,1,1,38,43,5,1
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Apparel,38.0,75,285,125,Online,2,0,1,0,43.86,3.8,3,1,20,8,3,1
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,52.0,75,390,148,Online,12,0,4,0,37.95,5.2,0,1,20,8,4,1
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,49.0,75,368,169,Online,5,0,2,0,45.92,4.91,0,1,44,9,5,1
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.0,75,405,239,Online,10,1,4,0,59.01,5.4,0,1,44,9,1,1
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,55.0,75,413,206,Online,11,3,4,0,49.88,5.51,0,1,44,9,4,1
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,75,338,172,Online,2,4,1,0,50.89,4.51,0,1,44,9,1,1
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,38.0,75,285,117,Online,3,2,1,0,41.05,3.8,0,1,28,30,5,1
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,45.0,75,338,159,Online,3,2,1,0,47.04,4.51,0,1,28,30,3,1
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,52.0,75,390,168,Online,9,4,3,0,43.08,5.2,0,1,28,30,5,1
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.0,75,398,143,Outlet,12,6,4,1,35.93,5.31,1,1,37,40,3,2
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,75,150,63,Outlet,3,2,1,0,42.0,2.0,5,4,43,45,4,2
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14.0,75,105,47,Outlet,4,6,2,1,44.76,1.4,5,4,43,45,4,2
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,39.0,75,293,108,Outlet,3,1,1,0,36.86,3.91,5,4,36,42,4,2
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,33.0,75,248,116,Outlet,2,2,1,0,46.77,3.31,5,2,17,34,4,2
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,263,105,Outlet,1,2,1,0,39.92,3.51,3,4,30,1,0,2
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,31.0,75,233,86,Outlet,4,1,2,0,36.91,3.11,4,2,3,27,0,2
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75,128,52,Outlet,2,6,1,1,40.62,1.71,2,2,35,37,1,2
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,23.0,75,173,55,Outlet,3,2,1,0,31.79,2.31,3,1,6,20,5,2
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,22.0,75,165,48,Outlet,1,6,1,1,29.09,2.2,3,1,38,43,5,2
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27.0,75,203,65,Outlet,2,0,1,0,32.02,2.71,3,1,20,8,4,2
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,36.0,75,270,84,Outlet,6,1,2,0,31.11,3.6,3,1,20,8,5,2
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74,326,150,Online,1,5,1,1,46.01,4.41,5,4,27,26,4,1
West Gear,1128299,2020-04-05,West,Colorado,Denver,Women's Athletic Footwear,56.0,74,414,178,Online,4,6,2,1,43.0,5.59,5,4,5,16,4,1
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,23.0,74,170,90,Online,8,0,3,0,52.94,2.3,3,2,0,6,0,1
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,53.0,74,392,196,Online,12,4,4,0,50.0,5.3,0,1,18,42,1,1
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,45.0,74,333,147,Online,2,2,1,0,44.14,4.5,3,3,8,39,4,1
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Apparel,64.0,74,474,147,Online,9,5,3,1,31.01,6.41,4,3,8,39,0,1
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Men's Apparel,33.0,74,244,112,Online,4,6,2,1,45.9,3.3,5,4,43,45,0,1
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74,289,153,Online,4,5,2,1,52.94,3.91,5,2,17,34,4,1
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,74,318,156,Online,2,4,1,0,49.06,4.3,2,4,30,1,4,1
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Apparel,49.0,74,363,189,Online,9,3,3,0,52.07,4.91,0,3,16,29,3,1
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,51.0,74,377,208,Online,12,1,4,0,55.17,5.09,1,3,16,29,5,1
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,23.0,74,170,92,Online,11,5,4,1,54.12,2.3,2,2,35,37,5,1
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32.0,74,237,104,Online,1,5,1,1,43.88,3.2,3,0,40,48,1,1
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,74,185,74,Online,1,5,1,1,40.0,2.5,3,0,40,48,5,1
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74,178,92,Online,3,1,1,0,51.69,2.41,5,0,13,23,3,1
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74,215,107,Online,9,5,3,1,49.77,2.91,5,0,13,23,1,1
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74,303,167,Online,6,3,2,0,55.12,4.09,5,1,47,10,0,1
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,74,370,155,Online,5,3,2,0,41.89,5.0,1,1,7,51,0,1
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Apparel,32.0,74,237,126,Online,2,0,1,0,53.16,3.2,2,1,29,36,3,1
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Apparel,48.0,74,355,153,Online,7,1,3,0,43.1,4.8,2,1,29,36,0,1
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,43.0,74,318,127,Online,5,0,2,0,39.94,4.3,3,1,6,20,5,1
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,53.0,74,392,173,Online,6,5,2,1,44.13,5.3,3,1,6,20,0,1
